250,250,0
250,249,45
249,248,0
249,247,45
248,246,0
248,245,45
247,244,0
247,243,315
248,242,315
249,241,0
249,240,45
248,239,45
247,238,45
246,237,45
245,236,45
244,235,45
243,234,45
242,233,45
241,232,45
240,231,45
239,230,45
238,229,45
237,228,45
236,227,45
235,226,45
234,225,45
233,224,45
232,223,45
231,222,45
230,221,45
229,220,45
228,219,45
227,218,45
226,217,45
225,216,45
224,215,45
223,214,45
222,213,45
221,212,45
220,211,45
219,210,45
218,209,45
217,208,45
216,207,45
215,206,45
214,205,0
214,204,315
215,203,0
215,202,45
214,201,0
214,200,45
213,199,45
212,198,45
211,197,45
210,196,45
209,195,45
208,194,45
207,193,0
207,192,45
206,191,45
205,190,45
204,189,45
203,188,45
202,187,45
201,186,45
200,185,45
199,184,45
198,183,45
197,182,45
196,181,45
195,180,45
194,179,45
193,178,45
192,177,45
191,176,45
190,175,45
189,174,45
188,173,45
187,172,45
186,171,45
185,170,45
184,169,45
183,168,45
182,167,45
181,166,45
180,165,45
179,164,45
178,163,45
177,162,45
176,161,45
175,160,45
174,159,45
173,158,45
172,157,45
171,156,45
170,155,45
169,154,45
168,153,45
167,152,45
166,151,45
165,150,45
164,149,45
163,148,45
162,147,45
161,146,45
160,145,45
159,144,45
158,143,45
157,142,90
156,142,45
155,141,45
154,140,90
153,140,135
152,141,90
151,141,90
150,141,135
149,142,90
148,142,90
147,142,90
146,142,90
145,142,90
144,142,45
143,141,90
142,141,90
141,141,45
140,140,45
139,139,45
138,138,45
137,137,45
136,136,45
135,135,45
134,134,45
133,133,45
132,132,45
131,131,45
130,130,45
129,129,45
128,128,45
127,127,45
126,126,45
125,125,45
