130,140,0
129,140,315
128,139,270
128,138,225
129,137,270
129,136,315
128,135,315
127,134,270
127,133,225
128,132,225
129,131,225
130,130,225
131,129,225
132,128,225
133,127,225
134,126,225
135,125,225
136,124,270
136,123,315
135,122,270
135,121,270
135,120,315
134,119,270
134,118,225
135,117,225
136,116,270
136,115,315
135,114,270
135,113,225
136,112,270
136,111,315
135,110,270
135,109,270
135,108,315
134,107,315
133,106,270
133,105,270
133,104,315
132,103,270
132,102,270
132,101,315
131,100,270
131,99,270
131,98,225
132,97,270
132,96,270
132,95,270
132,94,270
132,93,270
132,92,315
131,91,315
130,90,270
130,89,270
130,88,270
130,87,270
130,86,225
131,85,270
131,84,315
130,83,315
129,82,270
129,81,225
130,80,180
