#20,20
0,0,255
0,1,255
0,2,255
0,3,255
0,4,255
0,5,255
0,6,255
0,7,50
0,8,50
0,9,50
0,10,50
0,11,50
0,12,50
0,13,255
0,14,255
0,15,255
0,16,255
0,17,255
0,18,255
0,19,50
1,0,255
1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,255
1,7,50
1,8,50
1,9,50
1,10,50
1,11,50
1,12,50
1,13,255
1,14,1
1,15,1
1,16,1
1,17,1
1,18,255
1,19,255
2,0,255
2,1,255
2,2,255
2,3,1
2,4,1
2,5,1
2,6,255
2,7,50
2,8,50
2,9,50
2,10,50
2,11,50
2,12,50
2,13,255
2,14,255
2,15,1
2,16,1
2,17,1
2,18,1
2,19,255
3,0,50
3,1,255
3,2,1
3,3,1
3,4,1
3,5,1
3,6,255
3,7,50
3,8,50
3,9,50
3,10,50
3,11,50
3,12,50
3,13,50
3,14,255
3,15,1
3,16,1
3,17,1
3,18,1
3,19,255
4,0,255
4,1,255
4,2,1
4,3,1
4,4,1
4,5,1
4,6,255
4,7,50
4,8,50
4,9,50
4,10,50
4,11,50
4,12,50
4,13,50
4,14,255
4,15,1
4,16,1
4,17,1
4,18,255
4,19,255
5,0,255
5,1,1
5,2,1
5,3,1
5,4,1
5,5,1
5,6,255
5,7,255
5,8,255
5,9,255
5,10,255
5,11,255
5,12,255
5,13,255
5,14,255
5,15,1
5,16,1
5,17,1
5,18,255
5,19,50
6,0,255
6,1,255
6,2,255
6,3,1
6,4,1
6,5,1
6,6,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,1
6,13,1
6,14,1
6,15,1
6,16,1
6,17,1
6,18,255
6,19,50
7,0,255
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,7,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,1
7,17,1
7,18,255
7,19,50
8,0,255
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,8,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,15,1
8,16,1
8,17,1
8,18,255
8,19,50
9,0,255
9,1,1
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
9,9,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,1
9,16,1
9,17,1
9,18,255
9,19,50
10,0,255
10,1,1
10,2,1
10,3,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,18,255
10,19,255
11,0,255
11,1,1
11,2,1
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,1
11,9,255
11,10,255
11,11,1
11,12,1
11,13,1
11,14,1
11,15,1
11,16,1
11,17,1
11,18,1
11,19,255
12,0,255
12,1,1
12,2,1
12,3,1
12,4,1
12,5,1
12,6,1
12,7,1
12,8,1
12,9,255
12,10,255
12,11,1
12,12,1
12,13,1
12,14,1
12,15,1
12,16,1
12,17,1
12,18,255
12,19,255
13,0,255
13,1,255
13,2,1
13,3,1
13,4,1
13,5,1
13,6,1
13,7,1
13,8,1
13,9,1
13,10,1
13,11,1
13,12,1
13,13,1
13,14,1
13,15,1
13,16,1
13,17,1
13,18,255
13,19,50
14,0,50
14,1,255
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,13,1
14,14,1
14,15,1
14,16,1
14,17,1
14,18,255
14,19,50
15,0,50
15,1,255
15,2,1
15,3,1
15,4,1
15,5,1
15,6,1
15,7,1
15,8,1
15,9,1
15,10,1
15,11,1
15,12,1
15,13,1
15,14,1
15,15,1
15,16,1
15,17,1
15,18,255
15,19,50
16,0,50
16,1,255
16,2,1
16,3,1
16,4,1
16,5,1
16,6,1
16,7,1
16,8,1
16,9,1
16,10,1
16,11,1
16,12,1
16,13,1
16,14,1
16,15,1
16,16,1
16,17,1
16,18,255
16,19,255
17,0,50
17,1,255
17,2,1
17,3,1
17,4,1
17,5,255
17,6,1
17,7,1
17,8,1
17,9,1
17,10,1
17,11,1
17,12,1
17,13,1
17,14,1
17,15,1
17,16,1
17,17,1
17,18,1
17,19,255
18,0,50
18,1,255
18,2,255
18,3,255
18,4,1
18,5,255
18,6,255
18,7,255
18,8,1
18,9,255
18,10,255
18,11,1
18,12,255
18,13,255
18,14,255
18,15,255
18,16,255
18,17,255
18,18,255
18,19,255
19,0,50
19,1,50
19,2,50
19,3,255
19,4,255
19,5,255
19,6,50
19,7,255
19,8,255
19,9,255
19,10,255
19,11,255
19,12,255
19,13,50
19,14,50
19,15,50
19,16,50
19,17,50
19,18,50
19,19,50
